Lat,Lat_MIn,Lon,Lon_Min,Thru
45,43.7678,110,14.2042,3.44
45,43.2891,110,15.0437,2.68
45,42.7844,110,15.8134,2.6
45,42.0459,110,15.6618,3.34
45,41.5914,110,16.4123,2.95
45,41.6612,110,17.5066,3.4
45,41.7584,110,18.5913,3
45,42.0567,110,19.5996,2.98
45,42.2883,110,20.6369,3.04
45,42.3655,110,21.7253,2.89
45,42.4429,110,22.814,3.42
45,42.7757,110,23.7904,2.67
45,42.7781,110,25.9741,2.73
45,42.5351,110,26.9918,2.67
45,42.1491,110,27.9628,2.88
45,41.7731,110,28.9027,2.76
45,41.4552,110,29.699,2.7
45,41.1153,110,30.2774,3.1
45,40.7257,110,30.6988,2.87
45,40.2569,110,31.2128,2.89
45,39.7486,110,31.7693,2.93
45,39.2635,110,32.3299,3.78
45,38.8502,110,32.9136,NULL
45,38.6623,110,33.4731,2.82
45,38.6712,110,34.0803,2.88
45,38.6989,110,35.0254,3.27
45,38.8797,110,36.0848,3.22
45,39.1956,110,37.0743,2.67
45,39.5242,110,37.9939,2.94
